id,title,stockCode,memberType,kfifUrl
210,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,,BDK,
6011,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,GUNDG,IGS,https://www.kap.org.tr/tr/kfif/8acae2c59145e00a019146a7cde301bc
118,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
5553,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,GRSEL,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47d3bee50017f2c2fc65150e6
119,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,,BDK,
117,GÜÇBİR BAĞIMSIZ DENETİM A.Ş.,,BDK,
3697,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,GMTAS,IGS,https://www.kap.org.tr/tr/kfif/a3ff494df37b408aa9088106fe98f59e
5400,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,GESAN,IGS,https://www.kap.org.tr/tr/kfif/8acae2c4794d364a017af66863e41bae
976,HACI ÖMER SABANCI HOLDİNG A.Ş.,SAHOL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240ee37a90140ee50087e000b
4739,HALK FAKTORİNG A.Ş.,HLKFA,IGMS,
1685,HALK FİNANSAL KİRALAMA A.Ş.,HALKF,IGS,
1701,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,HLGYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240ee37a30140ee53e47c0057
4538,HALK VARLIK KİRALAMA A.Ş.,HLVKS,IGS,
1312,HALK YATIRIM MENKUL DEĞERLER A.Ş.,"HALKI, HLY","IGS, YK",
6032,HAN VARLIK GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,HVP,PYS,
5959,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.,HRKET,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48c3efabf018f632d8d082913
5610,HAS PORTFÖY YÖNETİMİ A.Ş.,HAO,"FK, PYS",
5868,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,HATSN,IGS,https://www.kap.org.tr/tr/kfif/8acae2c586d22c51018a739bad647f5a
1532,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,HATEK,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141e536460141e5859f40059b
5901,HAYAT FİNANS KATILIM BANKASI A.Ş.,HFK,YK,
2040,HDI FİBA EMEKLİLİK VE HAYAT A.Ş.,,FK,
4038,HEDEF ARAÇ KİRALAMA VE SERVİS A.Ş.,HDFFL,IGS,
2003,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,HDFGS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a242140a9601422820b6da43f8
5387,HEDEF HOLDİNG A.Ş.,HEDEF,IGS,https://www.kap.org.tr/tr/kfif/8acae2c4794d3648017a8bd7bc0103df
2311,HEDEF PORTFÖY YÖNETİMİ A.Ş.,HFP,"FK, PYS",
5940,HEDEF VARLIK KİRALAMA A.Ş.,HDFVK,IGS,
5926,HEDEF YATIRIM BANKASI A.Ş.,"HDFYB, HYB","IGS, YK",
978,HEKTAŞ TİCARET T.A.Ş.,HEKTS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140ee35c00140ee5d194a0055
2108,HEPSİ FİNANSMAN A.Ş.,HEPFN,IGS,
211,HLB SAYGIN BAĞIMSIZ DENETİM A.Ş.,,BDK,
5964,HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.,HOROZ,IGS,https://www.kap.org.tr/tr/kfif/8acae2c58b2fa64e018fabc0441664a1
2034,HSBC BANK A.Ş.,"HSB, HSBCB",YK,
2312,HSBC PORTFÖY YÖNETİMİ A.Ş.,HPY,"FK, PYS",
1315,HSBC YATIRIM MENKUL DEĞERLER A.Ş.,HSY,YK,
5740,HST TARIM A.Ş.,HSTAS,DG,
194,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,,BDK,
1446,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,HUBVC,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4c01413b59d12c0749
5520,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,HUNER,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47d3bee4e017e347a3f5a5b1a
2367,HUZUR FAKTORİNG A.Ş.,HUZFA,IGS,
979,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,HURGZ,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140ee35c70140ee6408650041
5625,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,HKTM,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5812b84a401816252165513b1
5967,HİLAL BAĞIMSIZ DENETİM A.Ş.,,BDK,
5499,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,HTTBT,IGS,https://www.kap.org.tr/tr/kfif/8acae2c57d3bf002017e016f30e442c6
5943,IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.,ENTRA,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48c3efabf018e64e77b5d3e77
2420,ICBC TURKEY BANK A.Ş.,"ICB, ICBCT","IGS, YK",https://www.kap.org.tr/tr/kfif/4028e4a24158e42401415a700e104f3f
2420,ICBC TURKEY BANK A.Ş.,"ICB, ICBCT","IGS, YK",
2478,ICBC TURKEY PORTFÖY YÖNETİMİ A.Ş.,ICP,"FK, PYS",
1359,ICBC TURKEY YATIRIM MENKUL DEĞERLER A.Ş.,ICT,YK,
1118,ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,ICUGS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141e536460141e53ba7790052
1353,IKON MENKUL DEĞERLER A.Ş.,IKN,YK,
2214,ING BANK A.Ş.,"GIN, INGBN",YK,
1367,ING YATIRIM MENKUL DEĞERLER A.Ş.,GNI,YK,
1435,INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,INGRM,IGS,https://www.kap.org.tr/tr/kfif/4028e4a241462fd80141556f6a9308a2
2343,INVEO PORTFÖY YÖNETİMİ A.Ş.,GEP,"FK, PYS",
962,INVEO YATIRIM HOLDİNG A.Ş.,INVEO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed7201413b67b22f0929
2640,INVEST-AZ YATIRIM MENKUL DEĞERLER A.Ş.,"IAZ, INVAZ","IGS, YK",
5549,INVESTCO HOLDİNG A.Ş.,INVES,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47d3bee50017f0bbbbbfa3c0e
4712,INVESTRADE PORTFÖY YÖNETİMİ A.Ş.,IVT,PYS,
5254,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,ISKPL,IGS,https://www.kap.org.tr/tr/kfif/8acae2c575a1b5b601770603623b7c43
122,IŞIK YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM A.Ş.,,BDK,
1031,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,IEYHO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed7201410d315d200314
1281,J. P. MORGAN MENKUL DEĞERLER A.Ş.,JPM,YK,
1682,JANTSA JANT SANAYİ VE TİCARET A.Ş.,JANTS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4c01413b1b57300719
2309,JCR AVRASYA DERECELENDİRME A.Ş.,JCRAV,DCS,
2022,JP MORGAN CHASE BANK N.A. MERKEZİ COLUMBUS OHIO - İSTANBUL TÜRKİYE ŞUBESİ,TCM,YK,
1320,K MENKUL KIYMETLER A.Ş.,KYM,YK,
4320,KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.,KFEIN,IGS,https://www.kap.org.tr/tr/kfif/8acae2c55835f84c015848477328085a
3979,KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,KLKIM,IGS,https://www.kap.org.tr/tr/kfif/4028e4a144a0804f01452d35e88a3208
2630,KALESERAMİK ÇANAKKALE KALEBODUR SERAMİK SANAYİ A.Ş.,KLSER,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f275550140f285f6cf0246
5306,KALKINMA GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,KGY,"FK, PYS",
5408,KALKINMA YATIRIM VARLIK KİRALAMA A.Ş.,KLVKS,IGS,
51,KAMUYU AYDINLATMA PLATFORMU,,DDK,
4229,KAP TEST A.Ş.,"KAPTESTAS001, TRAKAPTEST01",IGS,
220,KAP TEST BAĞIMSIZ DENETİM A.Ş.,,BDK,
4230,KAP TEST YATIRIM A.Ş.,KAPT,IGMS,
993,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,KAPLM,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1416e696501416f314a3960dc
229,KARAR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,,BDK,
994,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,"KRDMA, KRDMB, KRDMD",IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed7201412ace3ada0707
181,KARDEN PARTNERS BAĞIMSIZ DENETİM VE SMMM A.Ş.,,BDK,
2493,KARE PORTFÖY YÖNETİMİ A.Ş.,KRP,"FK, PYS",
1442,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,KAREL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a246b4c5a90147d42c754a6bba
995,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,KARSN,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f275530140f2e357a501f7
996,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,KRTEK,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef47014106bb724601b1
5376,KARTAL YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,KARYE,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5794d3d66017a62a693be689d
997,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,KARTN,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2416e697d01416e969af50d2e
2246,KATILIM EMEKLİLİK VE HAYAT A.Ş,,FK,
4330,KATILIM VARLIK KİRALAMA A.Ş.,KATVK,IGS,
5763,KATILIMEVİM TASARRUF FİNANSMAN A.Ş.,KTLEV,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5830502c20185a9e2e5ac488b
1528,KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,KATMR,IGS,https://www.kap.org.tr/tr/kfif/4028e4a14184e9cf01419c001e945a74
127,KAVRAM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,,BDK,
3723,KAYSERİ ŞEKER FABRİKASI A.Ş.,KAYSE,IGS,https://www.kap.org.tr/tr/kfif/4028e4a144a0804f0145a837a7ad0a66
5813,KAİZEN BAĞIMSIZ DENETİM A.Ş.,,BDK,
2114,KENT FİNANS FAKTORİNG A.Ş.,KNTFA,IGS,
1000,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.,KENT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a14184e9cf01419c41a8125db1
1002,KEREVİTAŞ GIDA SANAYİ VE TİCARET A.Ş.,KERVT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1416e696301416ec5743e289d
3456,KERVAN GIDA SANAYİ VE TİCARET A.Ş.,KRVGD,IGS,https://www.kap.org.tr/tr/kfif/4028e4a246b4c5a90148127e32eb47e9
897,KERVANSARAY YATIRIM HOLDİNG A.Ş.,KERVN,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1415f4d9901416004afc13142
6010,KIRAÇ GALVANİZ TELEKOMİNİKASYON METAL MAKİNE İNŞAAT ELEKTRİK SANAYİ VE TİCARET A.Ş.,TCKRC,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48c3efac0019137973fd07e5e
4946,KIZILAY GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,KPO,"FK, PYS",
5395,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,KZBGY,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5794d3d66017aadf2b6b719cb
1004,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,KLMSN,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2416e696c01416f7763e874db
3776,KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,KCAER,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2416f888d01416f9ea04a058f
3651,KOLEKSİYON MOBİLYA SANAYİ A.Ş.,KLSYN,IGS,https://www.kap.org.tr/tr/kfif/402821814da3a99c014f3b4e25ff608e
1006,KONFRUT GIDA SANAYİ VE TİCARET A.Ş.,KNFRT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed710140f2fc30bc006e
5206,KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.,KONTR,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5745d76320174c4879b101cb2
3308,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,KONKA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a244a08180014619dea2160482
1008,KONYA ÇİMENTO SANAYİİ A.Ş.,KONYA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed720140f3014c9400cf
1125,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,KGYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4c0141176f57ca04a5
1009,KORDSA TEKNİK TEKSTİL A.Ş.,KORDS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed720140f30606a700ec
5593,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,KRPLS,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47f7cb49101803bbfecdb76dd
2363,KORTEKS MENSUCAT SANAYİ VE TİCARET A.Ş.,KORTS,IGS,
2365,KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.,KOTON,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2422d9a7801429a4cc3d64f41
1500,KOZA ALTIN İŞLETMELERİ A.Ş.,KOZAL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2422d9a6e0142bd91d3687a69
1010,KOZA ANADOLU METAL MADENCİLİK İŞLETMELERİ A.Ş.,KOZAA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2422d9a6e0142bd921d307a6d
5806,KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,KOPOL,IGS,https://www.kap.org.tr/tr/kfif/8acae2c486d22a3b01873668ecf84494
1604,KOÇ FIAT KREDİ FİNANSMAN A.Ş.,KFKTF,IGS,
1438,KOÇ FİNANSMAN A.Ş.,KOCFN,IGS,
1005,KOÇ HOLDİNG A.Ş.,KCHOL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed710140f2f4d6c70039
3409,KOÇ METALURJİ A.Ş.,KOCMT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2416e696c01416f734ce273ad
2989,KOÇ SİSTEM BİLGİ VE İLETİŞİM HİZMETLERİ A.Ş.,KCSIS,IGMS,
82,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
1547,KRON TEKNOLOJİ A.Ş.,KRONT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2415f4f8401415ffc858834e3
1011,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,KRSTL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4c0140f3180014001a
2058,KT KİRA SERTİFİKALARI VARLIK KİRALAMA A.Ş.,KTKVK,IGS,
4409,KT SUKUK VARLIK KİRALAMA A.Ş.,KTSVK,IGMS,
2366,KUVEYT TÜRK KATILIM BANKASI A.Ş.,KTK,YK,
2511,KUVEYT TÜRK PORTFÖY YÖNETİMİ A.Ş.,KTP,"FK, PYS",
6012,KUVEYT TÜRK YATIRIM MENKUL DEĞERLER A.Ş.,KVY,YK,
1070,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,KUVVA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2422d9a6e01424699b9d061ec
1619,KUYAŞ YATIRIM A.Ş.,KUYAS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a241a25fd60141a2bf974c04e8
5911,KUZEY BORU A.Ş.,KBORU,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48b2fa259018c33b3ca910ba8
5857,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,KZGYO,IGS,https://www.kap.org.tr/tr/kfif/8acae2c586d22c53018a02754e924a33
1588,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,KSTUR,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141462df201414f97fa07221a
196,KÖKER YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM A.Ş.,,BDK,
1610,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,KRGYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a244a081810146002d6e0c555f
1012,KÜTAHYA PORSELEN SANAYİ A.Ş.,KUTPO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4c014111cff01d0420
5365,KÜTAHYA ŞEKER FABRİKASI A.Ş.,KTSKR,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5794d3d66017a1e5a8bfb4e07
1541,KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,KLGYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2415f4f8101415f7009a809a2
3766,KİLER HOLDİNG A.Ş.,KLRHO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1415f4d990141600b4b5331e2
5480,KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,KMPUR,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47d3bee4e017da32a238f235f
4310,LDR TURİZM A.Ş.,LIDER,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5570aaa2b0157be3a3ef749af
4970,LETVEN CAPITAL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,LCP,"FK, PYS",
1016,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,LOGO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a14158e41e01415b41210a6e8c
2368,LOGOS PORTFÖY YÖNETİMİ A.Ş.,LPO,"FK, PYS",
1535,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,LKMNH,IGS,https://www.kap.org.tr/tr/kfif/4028e4a24158e42401415f1d4417412e
1498,LORAS HOLDİNG A.Ş.,LRSHO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed7101411799cb9b02fc
1035,LYDİA HOLDİNG A.Ş.,LYDHO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4701411763ed38047c
1687,LYDİA YEŞİL ENERJİ KAYNAKLARI A.Ş.,LYDYE,IGS,https://www.kap.org.tr/tr/kfif/4028e4a241a25fcb0141a7c3f3302405
1017,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,LUKSK,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed720140f31ed775014f
1509,LİDER FAKTORİNG A.Ş.,LIDFA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141da49ea0141dfe0d2732d48
4261,LİDYA BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
5953,LİLA KAĞIT SANAYİ VE TİCARET A.Ş.,LILAK,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48c3efac0018f193ab573372b
5930,LİMAK DOĞU ANADOLU ÇİMENTO SANAYİ VE TİCARET A.Ş.,LMKDC,IGS,https://www.kap.org.tr/tr/kfif/8acae2c58b2fa64e018d8cfe461558d3
1015,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,LINK,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2422d9a6e01428f2d3d020b61
218,LİSANS BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,,BDK,
5679,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,MACKO,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48304fe9e0183694124c82d0a
5562,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,MAKIM,IGS,https://www.kap.org.tr/tr/kfif/8acae2c57f7cbb49017f977f7f190949
1018,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,MAKTK,IGS,https://www.kap.org.tr/tr/kfif/4028e4a24158e42201415ad40fca5dd0
5357,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,MANAS,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5794d3d660179f09f7061388a
4606,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,MAP,"FK, PYS",
1324,MARBAŞ MENKUL DEĞERLER A.Ş.,"MRBAS, MRS","IGS, YK",
5426,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,MAGEN,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47afb298a017bf270b76b78f1
2698,MARKA MAĞAZACILIK A.Ş.,MRMAG,IGS,
1403,MARKA YATIRIM HOLDİNG A.Ş.,MARKA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed720141080991640264
2487,MARMARA CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,MPY,"FK, PYS",
1021,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,MAALT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed710141179bf0630308
1023,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,MRSHL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed720140f325b12e0172
1521,MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,MRGYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1415f4d9b0141603d2b414108
1022,MARTI OTEL İŞLETMELERİ A.Ş.,MARTI,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1415f4d9b0141603d6cec410f
5280,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.,MTRKS,IGS,https://www.kap.org.tr/tr/kfif/8acae2c575a1b5b60177de29c7177130
3843,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,MAVI,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141733b5101417ea9aae11fec
4652,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,MGY,"FK, PYS",
1024,MAZHAR ZORLU HOLDİNG A.Ş.,MZHLD,IGS,https://www.kap.org.tr/tr/kfif/4028e4a24158e42401415adbb0917e5e
221,MBK BAĞIMSIZ DENETİM VE SMMM A.Ş.,,BDK,
5364,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,MEDTR,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5794d3d6a017a1de13bf04ff2
197,MEGA GLOBAL ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,,BDK,
4361,MEGA METAL SANAYİ VE TİCARET A.Ş.,MEGMT,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5594ca644015964a5bef50e57
1601,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,MEGAP,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141e536460141ee602f162cdb
5875,MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.,MEKAG,IGS,https://www.kap.org.tr/tr/kfif/8acae2c586d22c51018adff79d0f2d15
2563,MEKSA PORTFÖY YÖNETİMİ A.Ş.,MSP,"FK, PYS",
1326,MEKSA YATIRIM MENKUL DEĞERLER A.Ş.,"MEKMD, MSA","IGS, YK",
1027,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,MNDRS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1422d986e01425bfb19b05165
1553,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş.,MEPET,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1416e696301416ea253f418ae
5325,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,MERCN,IGS,https://www.kap.org.tr/tr/kfif/8acae2c4782a4d580178ee32b32864d5
5789,MERCEDES BENZ KAMYON FİNANSMAN A.Ş.,MRBKF,IGS,
2119,MERCEDES-BENZ FİNANSMAN TÜRK A.Ş.,MBFTR,IGS,
185,MERCEK BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
20,MERKEZİ KAYIT KURULUŞU A.Ş.,,DDK,
1029,MERKO GIDA SANAYİ VE TİCARET A.Ş.,MERKO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4701412bf3fc980553
235,MERİDYEN KURUMSAL ÇÖZÜM VE BAĞIMSIZ DENETİM A.Ş.,,BDK,
1594,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,MERIT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed7101412b9f84390347
5903,METAL OTO TİCARET A.Ş.,MTOTO,IGMS,
1032,METEMTUR YATIRIM ENERJİ TURİZM VE İNŞAAT A.Ş.,METUR,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4c0140f2f8fdcd0002
1854,METLİFE EMEKLİLİK VE HAYAT A.Ş.,,FK,
1362,METRO MENKUL DEĞERLER A.Ş.,MTY,YK,
4520,METRO PORTFÖY YÖNETİMİ A.Ş.,MEP,PYS,
1120,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,METRO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1416e696301416e9a320e1649
927,METRO YATIRIM ORTAKLIĞI A.Ş.,MTRYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a14158e41f01415b1cecc4619f
129,MGI BAĞIMSIZ DENETİM A.Ş.,,BDK,
5877,MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,MHRGY,IGS,https://www.kap.org.tr/tr/kfif/8acae2c486d22a3a018b03ad439129a9
2118,MLP SAĞLIK HİZMETLERİ A.Ş.,MPARK,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1462cc5dd01465c9550782baa
1563,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,MMCAS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1415f4d99014160040b8e3137
3769,MNG KARGO YURTİÇİ VE YURTDIŞI TAŞIMACILIK A.Ş.,MNGKA,IGMS,
