id,title,stockCode,memberType,kfifUrl
5391,BİRLEŞİM MÜHENDİSLİK ISITMA SOĞUTMA HAVALANDIRMA SANAYİ VE TİCARET A.Ş.,BRLSM,IGS,https://www.kap.org.tr/tr/kfif/8acae2c4794d3648017aa01a43690c1f
97,BİRLEŞİM NEKS BAĞIMSIZ DENETİM A.Ş.,,BDK,
882,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş.,BRMEN,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc90140ee243b5b01ba
4623,BİRİKİM VARLIK YÖNETİM A.Ş.,BRKVY,IGS,https://www.kap.org.tr/tr/kfif/8acae2c562329bd10162b9ff7a6b53d6
2382,BİS ENERJİ ELEKTRİK ÜRETİM A.Ş.,BSENR,IGMS,
1276,BİZİM MENKUL DEĞERLER A.Ş.,BMK,YK,
1536,BİZİM TOPTAN SATIŞ MAĞAZALARI A.Ş.,BIZIM,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1416e696301416ec4471d280d
203,C&Ç BAĞIMSIZ DENETİM VE YÖNETİM DANIŞMANLIĞI A.Ş.,,BDK,
1440,CARREFOURSA CARREFOUR SABANCI TİCARET MERKEZİ A.Ş.,CRFSA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140ee35c00140ee56930f0024
1679,CASA EMTİA PETROL KİMYEVİ VE TÜREVLERİ SANAYİ TİCARET A.Ş.,CASA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4c01413acf8cda06cc
6019,CEM ZEYTİN A.Ş.,CEMZY,IGS,https://www.kap.org.tr/tr/kfif/8acae2c49145e00b01918463cdec27bb
4856,CEO EVENT MEDYA A.Ş.,CEOEM,IGS,https://www.kap.org.tr/tr/kfif/8acae2c469cee2a20169ed8afa9112ee
3329,CEREAN ENERJİ A.Ş.,CREAN,IGMS,
1395,CITI MENKUL DEĞERLER A.Ş.,CIM,YK,
2254,CITIBANK A.Ş.,CIT,YK,
5137,CNS BAĞIMSIZ DENETİM A.Ş.,,BDK,
1424,COCA-COLA İÇECEK A.Ş.,CCOLA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140ee35c00140ee586bdd0034
5615,COLENDİ MENKUL DEĞERLER A.Ş.,COL,YK,
223,CONSULTA BAĞIMSIZ DENETİM VE Y.M.M. A.Ş.,,BDK,
5582,CONSUS ENERJİ İŞLETMECİLİĞİ VE HİZMETLERİ A.Ş.,CONSE,IGS,https://www.kap.org.tr/tr/kfif/8acae2c57f7cbb48018007c3ad6154d4
893,COSMOS YATIRIM HOLDİNG A.Ş.,COSMO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a24158e42401415ada104f7e44
236,CPATURK BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
1273,CREDIT SUISSE İSTANBUL MENKUL DEĞERLER A.Ş.,CSM,YK,
1097,CREDITWEST FAKTORİNG A.Ş.,CRDFA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141558bdd0141561c84700589
212,CROWE OLGU BAĞIMSIZ DENETİM VE YMM A.Ş.,,BDK,
5807,CVK MADEN İŞLETMELERİ SANAYİ VE TİCARET A.Ş.,CVKMD,IGS,https://www.kap.org.tr/tr/kfif/8acae2c586d22c510187381ba299429a
5033,CW ENERJİ MÜHENDİSLİK TİCARET VE SANAYİ A.Ş.,CWENE,IGS,https://www.kap.org.tr/tr/kfif/8acae2c56faf888c016fd6c2036e0a5d
6031,D VARLIK KİRALAMA A.Ş.,DVRLK,IGMS,
5226,D YATIRIM BANKASI A.Ş.,DYBNK,"IGS, YK",
1546,DAGİ GİYİM SANAYİ VE TİCARET A.Ş.,DAGI,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed7101411160c8c6020f
1089,DAGİ YATIRIM HOLDİNG A.Ş.,DAGHL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed7101411163985a021e
5532,DAP GAYRİMENKUL GELİŞTİRME A.Ş.,DAPGM,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47d3bee4e017ea0492b6a0595
910,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.,DARDL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a144a0804e014521a6ca1c0705
1416,DATAGATE BİLGİSAYAR MALZEMELERİ TİCARET A.Ş.,DGATE,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2416e697d01416eabc02d14f8
5997,DCT TRADİNG DIŞ TİCARET A.Ş.,DCTTR,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48c3efac00190dade5a963277
1286,DELTA MENKUL DEĞERLER A.Ş.,DET,YK,
911,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SANAYİ A.Ş.,DMSAS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4c0140f326817e0041
5529,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,,BDK,
231,DENGE ANKARA BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
106,DENGE BAĞIMSIZ DENETİM SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
1678,DENGE YATIRIM HOLDİNG A.Ş.,DENGE,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240ee866c0140f1f80b55002b
2160,DENİZ FAKTORİNG A.Ş.,DENFA,IGS,
2163,DENİZ FİNANSAL KİRALAMA A.Ş.,DNFIN,IGS,
912,DENİZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,DZGYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240ee866c0140f1fad94e0047
2336,DENİZ PORTFÖY YÖNETİMİ A.Ş.,EPY,"FK, PYS",
1287,DENİZ YATIRIM MENKUL KIYMETLER A.Ş.,"DZY, DZYMK","IGS, YK",
2415,DENİZBANK A.Ş.,"DENIZ, DNZ","FK, IGS, YK",
4864,DERLÜKS YATIRIM HOLDİNG A.Ş.,DERHL,IGS,https://www.kap.org.tr/tr/kfif/8acae2c469cee2a4016a5492160c43c3
915,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİCARET A.Ş.,DERIM,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed710141116818390237
1389,DESA DERİ SANAYİ VE TİCARET A.Ş.,DESA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240ee866c0140f1fe48fa0070
1529,DESPEC BİLGİSAYAR PAZARLAMA VE TİCARET A.Ş.,DESPC,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2416e697d01416ea9d5741424
2191,DESTEK FİNANS FAKTORİNG A.Ş.,DSTKF,IGMS,
5430,DESTEK YATIRIM BANKASI A.Ş.,DTBMK,"IGS, YK",
3859,DETAY GIDA SANAYİ VE TİCARET A.Ş.,DTYGD,IGMS,
2009,DEUTSCHE BANK A.Ş.,DBI,YK,
916,DEVA HOLDİNG A.Ş.,DEVA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed710141116ab1d60241
5245,DEĞER VARLIK KİRALAMA A.Ş.,DGRVK,IGS,
207,DMF SİSTEM ULUSLARARASI BAĞIMSIZ DENETİM DANIŞMANLIK VE YMM. A.Ş.,,BDK,
232,DMR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,,BDK,
5870,DMR UNLU MAMULLER ÜRETİM GIDA TOPTAN PERAKENDE İHRACAT A.Ş.,DMRGD,IGS,https://www.kap.org.tr/tr/kfif/8acae2c486d22a3b018a97c880c913d6
1530,DO & CO AKTIENGESELLSCHAFT,DOCO,IGS,https://www.kap.org.tr/tr/kfif/1DE05DAA82B4073AE0530A4A622A2EBD
5879,DOFER YAPI MALZEMELERİ SANAYİ VE TİCARET A.Ş.,DOFER,IGS,https://www.kap.org.tr/tr/kfif/8acae2c486d22a3a018b03b62cd429bd
3021,DORUK FAKTORİNG A.Ş.,DFKTR,IGS,
918,DOĞAN BURDA DERGİ YAYINCILIK VE PAZARLAMA A.Ş.,DOBUR,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240ee866c0140f2066a0400b8
3971,DOĞAN DIŞ TİCARET VE MÜMESSİLLİK A.Ş.,DDTCR,IGMS,
5607,DOĞAN TREND OTOMOTİV TİCARET HİZMET VE TEKNOLOJİ A.Ş.,DTRND,IGS,
919,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.,DOHOL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141462df201414ff732983087
999,DOĞANLAR MOBİLYA GRUBU İMALAT SANAYİ VE TİCARET A.Ş.,DGNMO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f27df70140f2eae68c0032
5457,DOĞU ARAS ENERJİ YATIRIMLARI A.Ş.,ARASE,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47afb298b017ccb97632144e5
921,DOĞUSAN BORU SANAYİ VE TİCARET A.Ş.,DOGUB,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141e536460141ee618a972cf0
960,DOĞUŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,DGGYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140e8cfa00140e9497d32002f
1391,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,DOAS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e8d16e0140e951bf04007b
4785,DRC DERECELENDİRME HİZMETLERİ A.Ş.,DRCDR,DCS,
109,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
923,DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,DURDO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141effedc0141fe14e2b41807
6023,DURUKAN ŞEKERLEME SANAYİ VE TİCARET A.Ş.,DURKN,IGS,https://www.kap.org.tr/tr/kfif/8acae2c49145e00d0191c6164e8e4aca
924,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,DYOBY,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140e8cf9d0140e95835a30033
922,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,DOKTA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a241558bd9014155c9b19e03b7
2412,DÜNYA KATILIM BANKASI A.Ş.,ADA,YK,
4902,DÜNYA VARLIK YÖNETİM A.Ş.,DNYVA,IGS,
4237,DÜZEY TÜKETİM MALLARI SANAYİ PAZARLAMA VE TİCARET A.Ş.,DUZEY,IGMS,
2416,DİLER YATIRIM BANKASI A.Ş.,DLR,YK,
5185,DİNAMİK ISI MAKİNA YALITIM MALZEMELERİ SANAYİ VE TİCARET A.Ş.,DNISI,IGS,https://www.kap.org.tr/tr/kfif/8acae2c473646c5e017410b3f4b16fae
1292,DİNAMİK YATIRIM MENKUL DEĞERLER A.Ş.,DMK,YK,
5904,DİNÇER LOJİSTİK A.Ş.,DINCR,DG,
1580,DİRİTEKS DİRİLİŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,DIRIT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a24158e42201415afbaa14606c
917,DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,DITAS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed710141179798bb02ed
2879,DİVAN TURİZM İŞLETMELERİ A.Ş.,DIVAN,IGMS,
5333,E-DATA TEKNOLOJİ PAZARLAMA A.Ş.,EDATA,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47902e75101792325d43f2419
5861,EBEBEK MAĞAZACILIK A.Ş.,EBEBK,IGS,https://www.kap.org.tr/tr/kfif/8acae2c586d22c51018a2b6c8f5963cd
101,ECOVİS DEĞER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş. ,,BDK,
926,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.,ECZYT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1415f4d9901416012a278321f
928,EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.,EDIP,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc90140ecc568850014
4930,EDİT BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,,BDK,
5654,EFOR ÇAY SANAYİ TİCARET A.Ş.,EFORC,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5819d0efb0182923c4c307fbf
180,EGE BAĞIMSIZ DENETİM A.Ş.,,BDK,
930,EGE ENDÜSTRİ VE TİCARET A.Ş.,EGEEN,IGS,https://www.kap.org.tr/tr/kfif/1DE05DAA8254073AE0530A4A622A2EBD
931,EGE GÜBRE SANAYİİ A.Ş.,EGGUB,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2422d9a78014304d729e3673d
932,EGE PROFİL TİCARET VE SANAYİ A.Ş.,EGPRO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4701413a5c97b805ea
933,EGE SERAMİK SANAYİ VE TİCARET A.Ş.,EGSER,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1415f4d9b01415ff0ece83aa8
934,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,EPLAS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a14158e41e01415aa30e206011
5933,EKER SÜT ÜRÜNLERİ GIDA SANAYİ VE TİCARET A.Ş.,EKER,IGS,
2109,EKO FAKTORİNG A.Ş.,EKOFA,IGS,
5898,EKOS TEKNOLOJİ VE ELEKTRİK A.Ş.,EKOS,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48b2fa25a018bb9a255865895
5927,EKOVAR ÇEVRE GRUP GERİ DÖNÜŞÜM ATIK DEPOLAMA İNŞAAT TAAHHÜT SANAYİ VE TİCARET A.Ş.,EKOVR,IGS,
5796,EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,EKSUN,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48304fe9c0186ca8287b67657
1515,EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,EKIZ,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc30140ed19d1b80064
5513,ELİPTİK YATIRIM MENKUL DEĞERLER A.Ş.,ELP,YK,
183,ELİT BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
5392,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,ELITE,IGS,https://www.kap.org.tr/tr/kfif/8acae2c4794d364a017aa049a089099f
940,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,EMKEL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a241a25fcb0141a289218b0302
5064,EMLAK KATILIM VARLIK KİRALAMA A.Ş.,EKTVK,IGS,
1531,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,EKGYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2422d9a780142513cda5b232e
4944,EMLAK VARLIK KİRALAMA A.Ş.,EMVAR,IGS,
941,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,EMNIS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a241e538ab0141ef8f97934765
4915,EMİR VARLIK YÖNETİM A.Ş.,EMIRV,IGS,
3494,ENERJİSA ENERJİ A.Ş.,ENJSA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1422d98690142bceaa31957cf
2872,ENERYA ENERJİ A.Ş.,ENERY,IGS,https://www.kap.org.tr/tr/kfif/4028e4a241733d4201417937d4337e22
942,ENKA İNŞAAT VE SANAYİ A.Ş.,ENKAI,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc90140ed3883fe0093
5560,ENSARİ DERİ GIDA SANAYİ VE TİCARET A.Ş.,ENSRI,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47d3bee50017f77c935000e69
943,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.,ERBOS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a14184e9cf01419c006da45a78
5516,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,ERCB,IGS,https://www.kap.org.tr/tr/kfif/2af53003ee3c4464b0b653225816518d
209,ERCİYES YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM A.Ş.,,BDK,
226,EREN BAĞIMSIZ DENETİM A.Ş.,,BDK,
944,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,EREGL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc90140ede4c12a0133
2112,EREĞLİ TEKSTİL TURİZM SANAYİ VE TİCARET A.Ş.,ERGLI,IGS,
1962,ERGO EMEKLİLİK VE HAYAT A.Ş.,,FK,
1622,ERGO SİGORTA A.Ş.,,FK,
5342,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,KIMMR,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5794d3d6a01795f597b820707
945,ERSU MEYVE VE GIDA SANAYİ A.Ş.,ERSU,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed7201411160fbeb057e
5327,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,ESCAR,IGS,https://www.kap.org.tr/tr/kfif/8acae2c4782a4d560178f8929f486aed
946,ESCORT TEKNOLOJİ YATIRIM A.Ş.,ESCOM,IGS,https://www.kap.org.tr/tr/kfif/4028e4a142140a8d01421437e3fb036a
5190,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,ESEN,IGS,https://www.kap.org.tr/tr/kfif/8acae2c57436079f0174486159f4072f
1625,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,ETILR,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4701413b24736d0655
2316,EURO FİNANS MENKUL DEĞERLER A.Ş.,ERM,YK,
1557,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,EUKYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140e95bea0140ed45272800bb
1427,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,EUYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc90140ed419b5d00a4
1471,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,ETYAT,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc30140edba6a660099
1508,EURO YATIRIM HOLDİNG A.Ş.,EUHOL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc30140edbd5ca900a3
4838,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,TEZOL,IGS,https://www.kap.org.tr/tr/kfif/8acae2c468aeffb7016949376d695d6c
5612,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,EUREN,IGS,https://www.kap.org.tr/tr/kfif/8acae2c580e91030018105632b470bcd
5810,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,EUPWR,IGS,https://www.kap.org.tr/tr/kfif/8acae2c486d22a3b01875b5644ea61c4
5711,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,EYGYO,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48304fe9c01843d2398a50797
3175,EİP ECZACIBAŞI İLAÇ PAZARLAMA A.Ş.,ECZIP,IGMS,
939,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.,ECILC,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1415f4d99014160034b683108
5021,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,FADE,IGS,https://www.kap.org.tr/tr/kfif/8acae2c46e7fdc6d016f85a87ec9674e
4056,FASDAT GIDA DAĞITIM SANAYİ VE TİCARET A.Ş.,FSDAT,IGMS,
951,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,FMIZP,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4701410bb5cdab01cf
1383,FENERBAHÇE FUTBOL A.Ş.,FENER,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc90140ede7351a013d
1617,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,FLAP,IGS,https://www.kap.org.tr/tr/kfif/4028e4a141558bdd01415620c00705ad
5551,FONERİA PORTFÖY YÖNETİMİ A.Ş.,GRP,"FK, PYS",
4412,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,FONET,IGS,https://www.kap.org.tr/tr/kfif/8acae2c55a980119015b435875566776
5839,FONEVA PORTFÖY YÖNETİMİ A.Ş.,FNV,"FK, PYS",
956,FORD OTOMOTİV SANAYİ A.Ş.,FROTO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed71014106890fae0138
4639,FORMET METAL VE CAM SANAYİ A.Ş.,FORMT,IGS,https://www.kap.org.tr/tr/kfif/8acae2c562329bd101633953d02b0477
5598,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,FORTE,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47f7cb492018094784f6f309a
957,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,FRIGO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1415f4d9b01415fee1db939f4
5815,FT GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,FTP,"FK, PYS",
5840,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,FZLGY,IGS,https://www.kap.org.tr/tr/kfif/8acae2c586d22c530189534dc2624568
2470,FİBA FAKTORİNG A.Ş.,FIBAF,IGMS,
3140,FİBA HOLDİNG A.Ş.,FBHOL,IGMS,
2301,FİBA PORTFÖY YÖNETİMİ A.Ş.,FIP,"FK, PYS",
2067,FİBABANKA A.Ş.,"FBB, FBBNK","IGS, YK",
3184,FİNA HOLDİNG A.Ş.,FNHOL,IGMS,
237,FİNANSAL EKSEN BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,,BDK,
1277,GALATA MENKUL DEĞERLER A.Ş.,GLT,YK,
4969,GALATA WIND ENERJİ A.Ş.,GWIND,IGS,https://www.kap.org.tr/tr/kfif/8acae2c46d7599a6016dee0b5aec36b2
958,GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.,GSRAY,IGS,https://www.kap.org.tr/tr/kfif/4028e4a14203278a0142095598f114ba
5349,GAP İNŞAAT YATIRIM VE DIŞ TİCARET A.Ş.,GAPIN,IGS,
1802,GARANTİ EMEKLİLİK VE HAYAT A.Ş.,,FK,
959,GARANTİ FAKTORİNG A.Ş.,GARFA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240e95dc90140ee1ab24b0189
2113,GARANTİ FİLO YÖNETİM HİZMETLERİ A.Ş.,GARFL,IGMS,
1605,GARANTİ FİNANSAL KİRALAMA A.Ş.,GRFIN,IGMS,
2294,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,GPY,"FK, PYS",
1304,GARANTİ YATIRIM MENKUL KIYMETLER A.Ş.,GRM,YK,
961,GARANTİ YATIRIM ORTAKLIĞI A.Ş.,GRNYO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef470141271e9d5104d3
1692,GCM YATIRIM MENKUL DEĞERLER A.Ş.,GCM,YK,
1517,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,GEDIK,"IGS, YK",https://www.kap.org.tr/tr/kfif/4028e4a140e95bea0140ee1edd700174
1517,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,GEDIK,"IGS, YK",
2209,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,GEDZA,IGS,https://www.kap.org.tr/tr/kfif/4028e4a14158e41e01415b2a655f6cca
4811,GELECEK VARLIK YÖNETİMİ A.Ş.,GLCVY,IGS,https://www.kap.org.tr/tr/kfif/8acae2c465a51c3801683c2840c516cb
5385,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,GENIL,IGS,https://www.kap.org.tr/tr/kfif/8acae2c5794d3d6a017a89f2678a1118
963,GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,GENTS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a2416e696c01416f1e03364c9d
964,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,GEREL,IGS,https://www.kap.org.tr/tr/kfif/4028e4a14158e41e01415aaad2ae618b
5519,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,GZNMI,IGS,https://www.kap.org.tr/tr/kfif/8acae2c47d3bee50017e3445b465578f
5864,GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,GIPTA,IGS,https://www.kap.org.tr/tr/kfif/8acae2c486d22a3a018a5106156c5c3d
2317,GLOBAL MD PORTFÖY YÖNETİMİ A.Ş.,EUP,"FK, PYS",
1554,GLOBAL MENKUL DEĞERLER A.Ş.,"GLB, GLBMD","IGS, YK",https://www.kap.org.tr/tr/kfif/4028e4a140e95bea0140ee21b10d0188
1554,GLOBAL MENKUL DEĞERLER A.Ş.,"GLB, GLBMD","IGS, YK",
967,GLOBAL YATIRIM HOLDİNG A.Ş.,GLYHO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140e95bea0140ee24416e0197
5714,GOLDEN GLOBAL VARLIK KİRALAMA A.Ş.,GGBVK,IGS,
5157,GOLDEN GLOBAL YATIRIM BANKASI A.Ş.,GGI,YK,
5463,GOLDMAN SACHS INTERNATIONAL,GSIPD,IGS,
970,GOODYEAR LASTİKLERİ T.A.Ş.,GOODY,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140f2ed7101412bfc6f340359
5717,GRAINTURK HOLDİNG A.Ş.,GRTHO,IGS,https://www.kap.org.tr/tr/kfif/8acae2c48304fe9c018466742a3b2960
230,GRC BAĞIMSIZ DENETİM A.Ş.,,BDK,
1751,GROUPAMA HAYAT A.Ş.,,FK,
1094,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,GSDDE,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140e95be70140ee2a7f39013b
973,GSD HOLDİNG A.Ş.,GSDHO,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140e95be70140ee2be54b014a
2026,GSD YATIRIM BANKASI A.Ş.,GSB,YK,
3518,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,GOKNR,IGS,https://www.kap.org.tr/tr/kfif/4028e4a1462cc5dd0146673d70055928
972,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,GOLTS,IGS,https://www.kap.org.tr/tr/kfif/4028e4a140e95be70140ee27ccd40129
5344,GÖRÜŞ BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,,BDK,
1499,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,GOZDE,IGS,https://www.kap.org.tr/tr/kfif/4028e4a24158e42201415b0210ba60ef
974,GÜBRE FABRİKALARI T.A.Ş.,GUBRF,IGS,https://www.kap.org.tr/tr/kfif/4028e4a241733d4a01417989f3760a4d
1428,GÜLER YATIRIM HOLDİNG A.Ş.,GLRYH,IGS,https://www.kap.org.tr/tr/kfif/4028e4a240f2ef4c01410cf733f303d9
